-1.46617e+09, -1.41853, 2.82159, -1.40439, 2.84957, -1.44785, 2.79968, 0.0117881, 0, 0.0121675, 0.0105151, 
0.524718, -1.41853, 2.82159, -1.40439, 2.84957, -1.44785, 2.79968, 0.0117881, 0, 0.0121675, 0.0105151, 
0.574694, -1.41853, 2.82159, -1.40965, 2.82374, -1.44785, 2.79968, 0.0117881, 0, 0.0121675, 0.0105151, 
0.674686, -1.41853, 2.82159, -1.40965, 2.82374, -1.44785, 2.79968, 0.0117881, 0, 0.0121675, 0.0105151, 
0.699709, -1.41853, 2.82159, -1.40965, 2.82374, -1.44785, 2.79968, 0.0117881, 0, 0.0121675, 0.0105151, 
0.799698, -1.41853, 2.82159, -1.40965, 2.82374, -1.44785, 2.79968, 0.0117881, 0, 0.0121675, 0.0105151, 
0.874705, -1.41853, 2.82159, -1.40965, 2.82374, -1.44785, 2.79968, 0.0117881, 0, 0.0121675, 0.0105151, 
0.924698, -1.41853, 2.82159, -1.40965, 2.82374, -1.44785, 2.79968, 0.0117881, 0, 0.0121675, 0.0105151, 
0.999688, -1.41853, 2.82159, -1.40965, 2.82374, -1.44785, 2.79968, 0.0117881, 0, 0.0121675, 0.0105151, 
1.0497, -1.41853, 2.82159, -1.40965, 2.82374, -1.44785, 2.79968, 0.0117881, 0, 0.0121675, 0.0105151, 
1.1247, -1.41853, 2.82159, -1.40965, 2.82374, -1.44785, 2.79968, 0.0117881, 0, 0.0121675, 0.0105151, 
1.17474, -1.41853, 2.82159, -1.40965, 2.82374, -1.44785, 2.79968, 0.0117881, 0, 0.0121675, 0.0105151, 
1.2497, -1.41853, 2.82159, -1.40965, 2.82374, -1.44785, 2.79968, 0.0117881, 0, 0.0121675, 0.0105151, 
1.3247, -1.41853, 2.82159, -1.40965, 2.82374, -1.44785, 2.79968, 0.0117881, 0, 0.0121675, 0.0105151, 
1.3747, -1.41853, 2.82159, -1.40965, 2.82374, -1.44785, 2.79968, 0.0117881, 0, 0.0121675, 0.0105151, 
1.44971, -1.41853, 2.82159, -1.40965, 2.82374, -1.44785, 2.79968, 0.0117881, 0, 0.0121675, 0.0105151, 
1.5247, -1.41853, 2.82159, -1.40965, 2.82374, -1.44785, 2.79968, 0.0117881, 0, 0.0121675, 0.0105151, 
1.57468, -1.41853, 2.82159, -1.40965, 2.82374, -1.44785, 2.79968, 0.0117881, 0, 0.0121675, 0.0105151, 
1.67469, -1.41853, 2.82159, -1.40965, 2.82374, -1.44785, 2.79968, 0.0117881, 0, 0.0121675, 0.0105151, 
1.69972, -1.41853, 2.82159, -1.40965, 2.82374, -1.44785, 2.79968, 0.0117881, 0, 0.0121675, 0.0105151, 
