-1.46659e+09, -1.38228, 2.66981, -1.40551, 2.84788, -1.48546, 2.79044, -0.148974, 0.103785, -0.00184811, -0.00130738, 
0.200722, -1.38228, 2.66981, -1.40551, 2.84788, -1.48546, 2.79044, -0.148974, 0.103785, -0.00184811, -0.00130738, 
0.225602, -1.38228, 2.66981, -1.40551, 2.84788, -1.48546, 2.79044, -0.148974, 0.103785, -0.00184811, -0.00130738, 
0.325448, -1.38228, 2.66981, -1.40551, 2.84788, -1.48546, 2.79044, -0.148974, 0.103785, -0.00184811, -0.00130738, 
0.375208, -1.38228, 2.66981, -1.40551, 2.84788, -1.48546, 2.79044, -0.148974, 0.103785, -0.00184811, -0.00130738, 
0.450027, -1.38228, 2.66981, -1.40551, 2.84788, -1.48546, 2.79044, -0.148974, 0.103785, -0.00184811, -0.00130738, 
0.524791, -1.38228, 2.66981, -1.40551, 2.84788, -1.48546, 2.79044, -0.148974, 0.103785, -0.00184811, -0.00130738, 
0.574678, -1.38228, 2.66981, -1.40551, 2.84788, -1.48546, 2.79044, -0.148974, 0.103785, -0.00184811, -0.00130738, 
0.649456, -1.38228, 2.66981, -1.40551, 2.84788, -1.48546, 2.79044, -0.148974, 0.103785, -0.00184811, -0.00130738, 
0.699404, -1.38228, 2.66981, -1.40551, 2.84788, -1.48546, 2.79044, -0.148974, 0.103785, -0.00184811, -0.00130738, 
0.774123, -1.38228, 2.66981, -1.40551, 2.84788, -1.48546, 2.79044, -0.148974, 0.103785, -0.00184811, -0.00130738, 
0.848906, -1.38228, 2.66981, -1.40487, 2.73717, -1.48546, 2.79044, -0.148974, 0.103785, -0.00184811, -0.00130738, 
0.898797, -1.38228, 2.66981, -1.40487, 2.73717, -1.48546, 2.79044, -0.148974, 0.103785, -0.00184811, -0.00130738, 
0.973604, -1.38228, 2.66981, -1.43409, 2.76148, -1.48546, 2.79044, -0.148974, 0.103785, -0.00184811, -0.00130738, 
1.04845, -1.38228, 2.66981, -1.43409, 2.76148, -1.48546, 2.79044, -0.148974, 0.103785, -0.00184811, -0.00130738, 
1.09824, -1.38228, 2.66981, -1.45581, 2.81081, -1.48546, 2.79044, -0.148974, 0.103785, -0.00184811, -0.00130738, 
1.19795, -1.38228, 2.66981, -1.18493, 3.10045, -1.48546, 2.79044, -0.148974, 0.103785, -0.00184811, -0.00130738, 
1.22292, -1.38228, 2.66981, -1.19556, 3.11611, -1.48546, 2.79044, -0.148974, 0.103785, -0.00184811, -0.00130738, 
1.32262, -1.38228, 2.66981, -1.19556, 3.11611, -1.48546, 2.79044, -0.148974, 0.103785, -0.00184811, -0.00130738, 
1.39746, -1.38228, 2.66981, -1.32848, 2.92162, -1.48546, 2.79044, -0.148974, 0.103785, -0.00184811, -0.00130738, 
1.4473, -1.38228, 2.66981, -1.44568, 2.88566, -1.48546, 2.79044, -0.148974, 0.103785, -0.00184811, -0.00130738, 
1.52208, -1.38228, 2.66981, -1.44568, 2.88566, -1.48546, 2.79044, -0.148974, 0.103785, -0.00184811, -0.00130738, 
1.57193, -1.38228, 2.66981, -1.44568, 2.88566, -1.48546, 2.79044, -0.148974, 0.103785, -0.00184811, -0.00130738, 
1.64674, -1.38228, 2.66981, -1.45118, 2.96819, -1.48546, 2.79044, -0.148974, 0.103785, -0.00184811, -0.00130738, 
1.72156, -1.38228, 2.66981, -1.45118, 2.96819, -1.48546, 2.79044, -0.148974, 0.103785, -0.00184811, -0.00130738, 
1.77145, -1.38228, 2.66981, -1.45118, 2.96819, -1.48546, 2.79044, -0.148974, 0.103785, -0.00184811, -0.00130738, 
1.84623, -1.38228, 2.66981, -1.45118, 2.96819, -1.48546, 2.79044, -0.148974, 0.103785, -0.00184811, -0.00130738, 
1.89607, -1.38228, 2.66981, -1.45118, 2.96819, -1.48546, 2.79044, -0.148974, 0.103785, -0.00184811, -0.00130738, 
1.97084, -1.38228, 2.66981, -1.45118, 2.96819, -1.48546, 2.79044, -0.148974, 0.103785, -0.00184811, -0.00130738, 
2.04564, -1.38228, 2.66981, -1.45118, 2.96819, -1.48546, 2.79044, -0.148974, 0.103785, -0.00184811, -0.00130738, 
2.09549, -1.38228, 2.66981, -1.45118, 2.96819, -1.48546, 2.79044, -0.148974, 0.103785, -0.00184811, -0.00130738, 
2.17033, -1.38227, 2.66981, -1.40344, 3.13625, -1.48546, 2.79045, -0.148973, 0.103784, -0.00184722, -0.00130829, 
2.2451, -1.38227, 2.66982, -1.40344, 3.13625, -1.48545, 2.79045, -0.148972, 0.103783, -0.00184682, -0.00130925, 
2.295, -1.38227, 2.66982, -1.40344, 3.13625, -1.48545, 2.79045, -0.148972, 0.103783, -0.00184686, -0.00130915, 
2.36975, -1.38227, 2.66982, -1.40344, 3.13625, -1.48545, 2.79045, -0.148972, 0.103783, -0.00184646, -0.0013087, 
2.44456, -1.38227, 2.66982, -1.40342, 3.13626, -1.48545, 2.79045, -0.148972, 0.103783, -0.00184609, -0.00130854, 
2.49449, -1.38227, 2.66982, -1.47629, 3.14649, -1.48545, 2.79045, -0.148972, 0.103783, -0.00184646, -0.00130852, 
2.59412, -1.38227, 2.66982, -1.47629, 3.14649, -1.48545, 2.79045, -0.148972, 0.103783, -0.00184604, -0.00130768, 
2.61912, -1.38227, 2.66982, -1.47629, 3.14649, -1.48545, 2.79045, -0.148972, 0.103783, -0.00184604, -0.00130768, 
2.71886, -1.38227, 2.66982, -1.47629, 3.14649, -1.48545, 2.79045, -0.148972, 0.103783, -0.00184604, -0.00130768, 
2.79361, -1.38227, 2.66982, -1.47629, 3.14649, -1.48545, 2.79045, -0.148972, 0.103783, -0.00184604, -0.00130768, 
2.84348, -1.38227, 2.66982, -1.47629, 3.14649, -1.48545, 2.79045, -0.148972, 0.103783, -0.00184604, -0.00130768, 
2.91824, -1.38227, 2.66982, -1.48051, 2.83813, -1.48545, 2.79045, -0.148972, 0.103783, -0.00184604, -0.00130768, 
2.96811, -1.38227, 2.66982, -1.47594, 2.68794, -1.48545, 2.79045, -0.148972, 0.103783, -0.00184604, -0.00130768, 
3.0431, -1.38227, 2.66982, -1.47594, 2.68794, -1.48545, 2.79045, -0.148972, 0.103783, -0.00184604, -0.00130768, 
3.11771, -1.38227, 2.66982, -1.47629, 2.71259, -1.48545, 2.79045, -0.148972, 0.103783, -0.00184604, -0.00130768, 
3.16757, -1.38227, 2.66982, -1.49708, 2.80185, -1.48545, 2.79045, -0.148972, 0.103783, -0.00184604, -0.00130768, 
3.24245, -1.38227, 2.66982, -1.59682, 2.99985, -1.48545, 2.79045, -0.148972, 0.103783, -0.00184604, -0.00130768, 
3.31715, -1.38227, 2.66982, -1.53436, 2.79098, -1.48545, 2.79045, -0.148972, 0.103783, -0.00184604, -0.00130768, 
3.36702, -1.38227, 2.66982, -1.48019, 2.68165, -1.48545, 2.79045, -0.148972, 0.103783, -0.00184604, -0.00130768, 
3.46674, -1.38227, 2.66982, -1.48019, 2.68165, -1.48545, 2.79045, -0.148972, 0.103783, -0.00184604, -0.00130768, 
3.49174, -1.38227, 2.66982, -1.48019, 2.68165, -1.48545, 2.79045, -0.148972, 0.103783, -0.00184604, -0.00130768, 
3.5915, -1.38227, 2.66982, -1.44711, 2.70001, -1.48545, 2.79045, -0.148972, 0.103783, -0.00184604, -0.00130768, 
3.61633, -1.38227, 2.66982, -1.44711, 2.70001, -1.48545, 2.79045, -0.148972, 0.103783, -0.00184604, -0.00130768, 
3.71611, -1.38227, 2.66982, -1.39453, 2.72625, -1.48545, 2.79045, -0.148972, 0.103783, -0.00184604, -0.00130768, 
3.79094, -1.38227, 2.66982, -1.39453, 2.72625, -1.48545, 2.79045, -0.148972, 0.103783, -0.00184604, -0.00130768, 
3.84072, -1.38227, 2.66982, -1.28643, 2.53993, -1.48545, 2.79045, -0.148972, 0.103783, -0.00184604, -0.00130768, 
